AGREEMENT,QUOTENUMBER,REVISION,METERID,AGREE_START_DATE,PR_RELEASED_DATE,MAXPARSEDUIDRAW,RECENT_PARSED_FOR_PR,MAXEWORXFORECASTID,A.MAXEWORXFORECASTID||'.JSON',EW_ANNUAL_CONSUMPTION
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000003539681,05/01/2018,02/21/2018,"2,266,006",01/25/2018,20180220105001577000_NYISO_NYSEG_N01000003539681,20180220105001577000_NYISO_NYSEG_N01000003539681.json,"1,052"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000173138,05/01/2018,02/21/2018,"2,266,007",01/25/2018,20180220104807117000_NYISO_NYSEG_N01000000173138,20180220104807117000_NYISO_NYSEG_N01000000173138.json,"437,820"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000812875,05/01/2018,02/21/2018,"2,266,008",01/25/2018,20180220104701861000_NYISO_NYSEG_N01000000812875,20180220104701861000_NYISO_NYSEG_N01000000812875.json,"1,092,400"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000005222963,05/01/2018,02/21/2018,"2,266,009",01/25/2018,20180220104703967000_NYISO_NYSEG_N01000005222963,20180220104703967000_NYISO_NYSEG_N01000005222963.json,408
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000007314743,05/01/2018,02/21/2018,"2,266,010",01/25/2018,20180220104608945000_NYISO_NYSEG_N01000007314743,20180220104608945000_NYISO_NYSEG_N01000007314743.json,"4,572"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000259408,05/01/2018,02/21/2018,"2,266,012",01/25/2018,20180220104700644000_NYISO_NYSEG_N01000000259408,20180220104700644000_NYISO_NYSEG_N01000000259408.json,"242,590"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000007780257,05/01/2018,02/21/2018,"2,266,013",01/25/2018,20180220104403129000_NYISO_NYSEG_N01000007780257,20180220104403129000_NYISO_NYSEG_N01000007780257.json,"19,327"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000001328178,05/01/2018,02/21/2018,"2,266,015",01/25/2018,20180220104302787000_NYISO_NYSEG_N01000001328178,20180220104302787000_NYISO_NYSEG_N01000001328178.json,"1,327,700"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000582817,05/01/2018,02/21/2018,"2,266,018",01/25/2018,20180220104613750000_NYISO_NYSEG_N01000000582817,20180220104613750000_NYISO_NYSEG_N01000000582817.json,"111,820"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000285155,05/01/2018,02/21/2018,"2,266,019",01/25/2018,20180220104901001000_NYISO_NYSEG_N01000000285155,20180220104901001000_NYISO_NYSEG_N01000000285155.json,"230,890"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000004686598,05/01/2018,02/21/2018,"2,266,020",01/25/2018,20180220104601691000_NYISO_NYSEG_N01000004686598,20180220104601691000_NYISO_NYSEG_N01000004686598.json,"14,093"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000004857363,05/01/2018,02/21/2018,"2,266,021",01/25/2018,20180220104304081000_NYISO_NYSEG_N01000004857363,20180220104304081000_NYISO_NYSEG_N01000004857363.json,"396,530"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000002290286,05/01/2018,02/21/2018,"2,266,022",01/25/2018,20180220104904885000_NYISO_NYSEG_N01000002290286,20180220104904885000_NYISO_NYSEG_N01000002290286.json,"5,191"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000063289,05/01/2018,02/21/2018,"2,266,023",01/25/2018,20180220104400227000_NYISO_NYSEG_N01000000063289,20180220104400227000_NYISO_NYSEG_N01000000063289.json,"5,251"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000889600,05/01/2018,02/21/2018,"2,266,024",01/25/2018,20180220104702142000_NYISO_NYSEG_N01000000889600,20180220104702142000_NYISO_NYSEG_N01000000889600.json,"745,360"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000004917514,05/01/2018,02/21/2018,"2,266,025",01/25/2018,20180220104302085000_NYISO_NYSEG_N01000004917514,20180220104302085000_NYISO_NYSEG_N01000004917514.json,"549,820"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000005305313,05/01/2018,02/21/2018,"2,266,026",01/25/2018,20180220104307732000_NYISO_NYSEG_N01000005305313,20180220104307732000_NYISO_NYSEG_N01000005305313.json,788
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000002345619,05/01/2018,02/21/2018,"2,266,027",01/25/2018,20180220104701643000_NYISO_NYSEG_N01000002345619,20180220104701643000_NYISO_NYSEG_N01000002345619.json,711
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000095737,05/01/2018,02/21/2018,"2,266,030",01/25/2018,20180220104806758000_NYISO_NYSEG_N01000000095737,20180220104806758000_NYISO_NYSEG_N01000000095737.json,"3,187"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000005481635,05/01/2018,02/21/2018,"2,266,031",01/25/2018,20180220104906133000_NYISO_NYSEG_N01000005481635,20180220104906133000_NYISO_NYSEG_N01000005481635.json,"24,701"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000007914039,05/01/2018,02/21/2018,"2,266,032",01/25/2018,20180220104403534000_NYISO_NYSEG_N01000007914039,20180220104403534000_NYISO_NYSEG_N01000007914039.json,"11,466"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000003681632,05/01/2018,02/21/2018,"2,266,033",01/25/2018,20180220104701190000_NYISO_NYSEG_N01000003681632,20180220104701190000_NYISO_NYSEG_N01000003681632.json,"392,570"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000001337096,05/01/2018,02/21/2018,"2,266,034",01/25/2018,20180220104906882000_NYISO_NYSEG_N01000001337096,20180220104906882000_NYISO_NYSEG_N01000001337096.json,"1,970,600"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000263640,05/01/2018,02/21/2018,"2,266,035",01/25/2018,20180220104505655000_NYISO_NYSEG_N01000000263640,20180220104505655000_NYISO_NYSEG_N01000000263640.json,"805,410"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000104554,05/01/2018,02/21/2018,"2,266,036",01/25/2018,20180220104400352000_NYISO_NYSEG_N01000000104554,20180220104400352000_NYISO_NYSEG_N01000000104554.json,"86,263"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000003419892,05/01/2018,02/21/2018,"2,266,037",01/25/2018,20180220104905260000_NYISO_NYSEG_N01000003419892,20180220104905260000_NYISO_NYSEG_N01000003419892.json,"630,570"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000001337294,05/01/2018,02/21/2018,"2,266,038",01/25/2018,20180220104705371000_NYISO_NYSEG_N01000001337294,20180220104705371000_NYISO_NYSEG_N01000001337294.json,"21,189"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000265694,05/01/2018,02/21/2018,"2,266,039",01/25/2018,20180220104505967000_NYISO_NYSEG_N01000000265694,20180220104505967000_NYISO_NYSEG_N01000000265694.json,"613,390"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000587089,05/01/2018,02/21/2018,"2,266,040",01/25/2018,20180220104504485000_NYISO_NYSEG_N01000000587089,20180220104504485000_NYISO_NYSEG_N01000000587089.json,"4,764"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000285643,05/01/2018,02/21/2018,"2,266,041",01/25/2018,20180220104601925000_NYISO_NYSEG_N01000000285643,20180220104601925000_NYISO_NYSEG_N01000000285643.json,874
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000003441359,05/01/2018,02/21/2018,"2,266,042",01/25/2018,20180220105000578000_NYISO_NYSEG_N01000003441359,20180220105000578000_NYISO_NYSEG_N01000003441359.json,"625,270"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000006030969,05/01/2018,02/21/2018,"2,266,044",01/25/2018,20180220104301024000_NYISO_NYSEG_N01000006030969,20180220104301024000_NYISO_NYSEG_N01000006030969.json,"26,132"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000006034078,05/01/2018,02/21/2018,"2,266,045",01/25/2018,20180220104702548000_NYISO_NYSEG_N01000006034078,20180220104702548000_NYISO_NYSEG_N01000006034078.json,"1,099"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000068858,05/01/2018,02/21/2018,"2,266,046",01/25/2018,20180220104505140000_NYISO_NYSEG_N01000000068858,20180220104505140000_NYISO_NYSEG_N01000000068858.json,"480,500"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000004981577,05/01/2018,02/21/2018,"2,266,047",01/25/2018,20180220104805308000_NYISO_NYSEG_N01000004981577,20180220104805308000_NYISO_NYSEG_N01000004981577.json,"21,634"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000005501192,05/01/2018,02/21/2018,"2,266,048",01/25/2018,20180220104704560000_NYISO_NYSEG_N01000005501192,20180220104704560000_NYISO_NYSEG_N01000005501192.json,61
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000060294378,05/01/2018,02/21/2018,"2,266,049",01/25/2018,20180220104612673000_NYISO_NYSEG_N01000060294378,20180220104612673000_NYISO_NYSEG_N01000060294378.json,"2,495"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000077370,05/01/2018,02/21/2018,"2,266,050",01/25/2018,20180220104806665000_NYISO_NYSEG_N01000000077370,20180220104806665000_NYISO_NYSEG_N01000000077370.json,"146,080"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000007991839,05/01/2018,02/21/2018,"2,266,051",01/25/2018,20180220104304939000_NYISO_NYSEG_N01000007991839,20180220104304939000_NYISO_NYSEG_N01000007991839.json,"540,540"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000059678375,05/01/2018,02/21/2018,"2,266,053",01/25/2018,20180220104405047000_NYISO_NYSEG_N01000059678375,20180220104405047000_NYISO_NYSEG_N01000059678375.json,"782,480"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000059764191,05/01/2018,02/21/2018,"2,266,054",01/25/2018,20180220104306546000_NYISO_NYSEG_N01000059764191,20180220104306546000_NYISO_NYSEG_N01000059764191.json,737
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000059767426,05/01/2018,02/21/2018,"2,266,055",01/25/2018,20180220104611488000_NYISO_NYSEG_N01000059767426,20180220104611488000_NYISO_NYSEG_N01000059767426.json,604
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000059809269,05/01/2018,02/21/2018,"2,266,057",01/25/2018,20180220104804621000_NYISO_NYSEG_N01000059809269,20180220104804621000_NYISO_NYSEG_N01000059809269.json,"21,822"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000060091774,05/01/2018,02/21/2018,"2,266,062",01/25/2018,20180220104503829000_NYISO_NYSEG_N01000060091774,20180220104503829000_NYISO_NYSEG_N01000060091774.json,"460,210"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000059933093,05/01/2018,02/21/2018,"2,266,063",01/25/2018,20180220104408246000_NYISO_NYSEG_N01000059933093,20180220104408246000_NYISO_NYSEG_N01000059933093.json,"132,090"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000059967166,05/01/2018,02/21/2018,"2,266,064",01/25/2018,20180220104306624000_NYISO_NYSEG_N01000059967166,20180220104306624000_NYISO_NYSEG_N01000059967166.json,"3,310"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000001362912,05/01/2018,02/21/2018,"2,266,065",01/25/2018,20180220104901219000_NYISO_NYSEG_N01000001362912,20180220104901219000_NYISO_NYSEG_N01000001362912.json,"262,110"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000060354511,05/01/2018,02/21/2018,"2,266,066",01/25/2018,20180220104613157000_NYISO_NYSEG_N01000060354511,20180220104613157000_NYISO_NYSEG_N01000060354511.json,"7,519"
1-GSSJU5,1-GNCC3W,3,NYISO_NYSEG_N01000000214528,05/01/2018,02/21/2018,"2,266,067",01/25/2018,20180220104505483000_NYISO_NYSEG_N01000000214528,20180220104505483000_NYISO_NYSEG_N01000000214528.json,"408,840"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000214528,05/01/2018,02/21/2018,"2,266,067",01/25/2018,20180220104505483000_NYISO_NYSEG_N01000000214528,20180220104505483000_NYISO_NYSEG_N01000000214528.json,"408,840"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000006737399,05/01/2018,02/21/2018,"2,266,068",01/25/2018,20180220104802047000_NYISO_NYSEG_N01000006737399,20180220104802047000_NYISO_NYSEG_N01000006737399.json,223
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000011893385,05/01/2018,02/21/2018,"2,266,069",01/25/2018,20180220104609007000_NYISO_NYSEG_N01000011893385,20180220104609007000_NYISO_NYSEG_N01000011893385.json,"2,669,400"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000147991,05/01/2018,02/21/2018,"2,266,070",01/25/2018,20180220104400695000_NYISO_NYSEG_N01000000147991,20180220104400695000_NYISO_NYSEG_N01000000147991.json,"256,420"
1-GSSJU5,1-GNCC3W,3,NYISO_NYSEG_N01000003407517,05/01/2018,02/21/2018,"2,266,072",01/25/2018,20180220105000360000_NYISO_NYSEG_N01000003407517,20180220105000360000_NYISO_NYSEG_N01000003407517.json,"888,250"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000003407517,05/01/2018,02/21/2018,"2,266,072",01/25/2018,20180220105000360000_NYISO_NYSEG_N01000003407517,20180220105000360000_NYISO_NYSEG_N01000003407517.json,"888,250"
1-GSSJU5,1-GNCC3W,3,NYISO_NYSEG_N01000002721413,05/01/2018,02/21/2018,"2,266,074",01/25/2018,20180220104502020000_NYISO_NYSEG_N01000002721413,20180220104502020000_NYISO_NYSEG_N01000002721413.json,"8,801"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000002721413,05/01/2018,02/21/2018,"2,266,074",01/25/2018,20180220104502020000_NYISO_NYSEG_N01000002721413,20180220104502020000_NYISO_NYSEG_N01000002721413.json,"8,801"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000001933779,05/01/2018,02/21/2018,"2,266,075",01/25/2018,20180220104600677000_NYISO_NYSEG_N01000001933779,20180220104600677000_NYISO_NYSEG_N01000001933779.json,"134,390"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000723627,05/01/2018,02/21/2018,"2,266,076",01/25/2018,20180220104701768000_NYISO_NYSEG_N01000000723627,20180220104701768000_NYISO_NYSEG_N01000000723627.json,"366,530"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000006951586,05/01/2018,02/21/2018,"2,266,078",01/25/2018,20180220104503330000_NYISO_NYSEG_N01000006951586,20180220104503330000_NYISO_NYSEG_N01000006951586.json,"1,136,900"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000060934486,05/01/2018,02/21/2018,"2,266,079",01/25/2018,20180220104805167000_NYISO_NYSEG_N01000060934486,20180220104805167000_NYISO_NYSEG_N01000060934486.json,"3,132"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000060837465,05/01/2018,02/21/2018,"2,266,082",01/25/2018,20180220104306796000_NYISO_NYSEG_N01000060837465,20180220104306796000_NYISO_NYSEG_N01000060837465.json,"5,868"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000093906,05/01/2018,02/21/2018,"2,266,084",01/25/2018,20180220104408901000_NYISO_NYSEG_N01000000093906,20180220104408901000_NYISO_NYSEG_N01000000093906.json,"40,931"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000001149723,05/01/2018,02/21/2018,"2,266,087",01/25/2018,20180220104906352000_NYISO_NYSEG_N01000001149723,20180220104906352000_NYISO_NYSEG_N01000001149723.json,"2,346"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000231332,05/01/2018,02/21/2018,"2,266,088",01/25/2018,20180220104506450000_NYISO_NYSEG_N01000000231332,20180220104506450000_NYISO_NYSEG_N01000000231332.json,"2,562"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000045864,05/01/2018,02/21/2018,"2,266,089",01/25/2018,20180220104614951000_NYISO_NYSEG_N01000000045864,20180220104614951000_NYISO_NYSEG_N01000000045864.json,396
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000060172343,05/01/2018,02/21/2018,"2,266,092",01/25/2018,20180220104408651000_NYISO_NYSEG_N01000060172343,20180220104408651000_NYISO_NYSEG_N01000060172343.json,"1,532"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000140384,05/01/2018,02/21/2018,"2,266,093",01/25/2018,20180220104409899000_NYISO_NYSEG_N01000000140384,20180220104409899000_NYISO_NYSEG_N01000000140384.json,"38,432"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000238758,05/01/2018,02/21/2018,"2,266,094",01/25/2018,20180220104401335000_NYISO_NYSEG_N01000000238758,20180220104401335000_NYISO_NYSEG_N01000000238758.json,"351,580"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000001351089,05/01/2018,02/21/2018,"2,266,095",01/25/2018,20180220104500382000_NYISO_NYSEG_N01000001351089,20180220104500382000_NYISO_NYSEG_N01000001351089.json,"116,420"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000002401941,05/01/2018,02/21/2018,"2,266,096",01/25/2018,20180220104304690000_NYISO_NYSEG_N01000002401941,20180220104304690000_NYISO_NYSEG_N01000002401941.json,"391,210"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000001804871,05/01/2018,02/21/2018,"2,266,100",01/25/2018,20180220104902389000_NYISO_NYSEG_N01000001804871,20180220104902389000_NYISO_NYSEG_N01000001804871.json,854
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000001996644,05/01/2018,02/21/2018,"2,266,101",01/25/2018,20180220104800721000_NYISO_NYSEG_N01000001996644,20180220104800721000_NYISO_NYSEG_N01000001996644.json,"1,594"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000000947663,05/01/2018,02/21/2018,"2,266,105",01/25/2018,20180220105002263000_NYISO_NYSEG_N01000000947663,20180220105002263000_NYISO_NYSEG_N01000000947663.json,"554,790"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000001868900,05/01/2018,02/21/2018,"2,266,107",01/25/2018,20180220104401428000_NYISO_NYSEG_N01000001868900,20180220104401428000_NYISO_NYSEG_N01000001868900.json,"62,363"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000003952900,05/01/2018,02/21/2018,"2,266,109",01/25/2018,20180220104908504000_NYISO_NYSEG_N01000003952900,20180220104908504000_NYISO_NYSEG_N01000003952900.json,"265,450"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000006759120,05/01/2018,02/21/2018,"2,266,110",01/25/2018,20180220104702766000_NYISO_NYSEG_N01000006759120,20180220104702766000_NYISO_NYSEG_N01000006759120.json,631
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000003706231,05/01/2018,02/21/2018,"2,266,111",01/25/2018,20180220104707243000_NYISO_NYSEG_N01000003706231,20180220104707243000_NYISO_NYSEG_N01000003706231.json,"35,929"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000003089455,05/01/2018,02/21/2018,"2,266,114",01/25/2018,20180220104801080000_NYISO_NYSEG_N01000003089455,20180220104801080000_NYISO_NYSEG_N01000003089455.json,"1,112,100"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000001341270,05/01/2018,02/21/2018,"2,266,115",01/25/2018,20180220104701019000_NYISO_NYSEG_N01000001341270,20180220104701019000_NYISO_NYSEG_N01000001341270.json,"490,410"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000004108395,05/01/2018,02/21/2018,"2,266,118",01/25/2018,20180220104501006000_NYISO_NYSEG_N01000004108395,20180220104501006000_NYISO_NYSEG_N01000004108395.json,331
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000006483002,05/01/2018,02/21/2018,"2,266,120",01/25/2018,20180220104402785000_NYISO_NYSEG_N01000006483002,20180220104402785000_NYISO_NYSEG_N01000006483002.json,"110,920"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000002772960,05/01/2018,02/21/2018,"2,266,121",01/25/2018,20180220104502223000_NYISO_NYSEG_N01000002772960,20180220104502223000_NYISO_NYSEG_N01000002772960.json,"246,790"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000004124897,05/01/2018,02/21/2018,"2,266,122",01/25/2018,20180220104904495000_NYISO_NYSEG_N01000004124897,20180220104904495000_NYISO_NYSEG_N01000004124897.json,"8,117"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000003972635,05/01/2018,02/21/2018,"2,266,125",01/25/2018,20180220104601410000_NYISO_NYSEG_N01000003972635,20180220104601410000_NYISO_NYSEG_N01000003972635.json,376
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000001706167,05/01/2018,02/21/2018,"2,266,126",01/25/2018,20180220104901438000_NYISO_NYSEG_N01000001706167,20180220104901438000_NYISO_NYSEG_N01000001706167.json,"859,740"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000006824015,05/01/2018,02/21/2018,"2,266,127",01/25/2018,20180220104608087000_NYISO_NYSEG_N01000006824015,20180220104608087000_NYISO_NYSEG_N01000006824015.json,32
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000003101763,05/01/2018,02/21/2018,"2,266,129",01/25/2018,20180220104606355000_NYISO_NYSEG_N01000003101763,20180220104606355000_NYISO_NYSEG_N01000003101763.json,"153,430"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000003717485,05/01/2018,02/21/2018,"2,266,130",01/25/2018,20180220104600802000_NYISO_NYSEG_N01000003717485,20180220104600802000_NYISO_NYSEG_N01000003717485.json,"1,139,200"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000003748316,05/01/2018,02/21/2018,"2,266,131",01/25/2018,20180220104902436000_NYISO_NYSEG_N01000003748316,20180220104902436000_NYISO_NYSEG_N01000003748316.json,"1,632"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000001783133,05/01/2018,02/21/2018,"2,266,132",01/25/2018,20180220104906944000_NYISO_NYSEG_N01000001783133,20180220104906944000_NYISO_NYSEG_N01000001783133.json,"91,027"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000009402462,05/01/2018,02/21/2018,"2,266,135",01/25/2018,20180220104905431000_NYISO_NYSEG_N01000009402462,20180220104905431000_NYISO_NYSEG_N01000009402462.json,"3,219"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000006067730,05/01/2018,02/21/2018,"2,266,136",01/25/2018,20180220104801954000_NYISO_NYSEG_N01000006067730,20180220104801954000_NYISO_NYSEG_N01000006067730.json,"476,720"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000001975895,05/01/2018,02/21/2018,"2,266,139",01/25/2018,20180220104402364000_NYISO_NYSEG_N01000001975895,20180220104402364000_NYISO_NYSEG_N01000001975895.json,"893,640"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000002422533,05/01/2018,02/21/2018,"2,266,143",01/25/2018,20180220104605139000_NYISO_NYSEG_N01000002422533,20180220104605139000_NYISO_NYSEG_N01000002422533.json,"64,050"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000004008645,05/01/2018,02/21/2018,"2,266,145",01/25/2018,20180220104303223000_NYISO_NYSEG_N01000004008645,20180220104303223000_NYISO_NYSEG_N01000004008645.json,"57,658"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000004051314,05/01/2018,02/21/2018,"2,266,146",01/25/2018,20180220104909784000_NYISO_NYSEG_N01000004051314,20180220104909784000_NYISO_NYSEG_N01000004051314.json,"34,022"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000003199015,05/01/2018,02/21/2018,"2,266,147",01/25/2018,20180220104904963000_NYISO_NYSEG_N01000003199015,20180220104904963000_NYISO_NYSEG_N01000003199015.json,"700,570"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000001834696,05/01/2018,02/21/2018,"2,266,149",01/25/2018,20180220104907132000_NYISO_NYSEG_N01000001834696,20180220104907132000_NYISO_NYSEG_N01000001834696.json,"2,311,900"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000006643472,05/01/2018,02/21/2018,"2,266,150",01/25/2018,20180220104503237000_NYISO_NYSEG_N01000006643472,20180220104503237000_NYISO_NYSEG_N01000006643472.json,"2,948"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000006301113,05/01/2018,02/21/2018,"2,266,152",01/25/2018,20180220104301211000_NYISO_NYSEG_N01000006301113,20180220104301211000_NYISO_NYSEG_N01000006301113.json,201
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000006655260,05/01/2018,02/21/2018,"2,266,153",01/25/2018,20180220104403035000_NYISO_NYSEG_N01000006655260,20180220104403035000_NYISO_NYSEG_N01000006655260.json,116
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000015287915,05/01/2018,02/21/2018,"2,266,154",01/25/2018,20180220104609881000_NYISO_NYSEG_N01000015287915,20180220104609881000_NYISO_NYSEG_N01000015287915.json,0
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000059676452,05/01/2018,02/21/2018,"2,266,155",01/25/2018,20180220104305798000_NYISO_NYSEG_N01000059676452,20180220104305798000_NYISO_NYSEG_N01000059676452.json,"1,400,000"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000006364558,05/01/2018,02/21/2018,"2,266,156",01/25/2018,20180220104502987000_NYISO_NYSEG_N01000006364558,20180220104502987000_NYISO_NYSEG_N01000006364558.json,"525,880"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000003058880,05/01/2018,02/21/2018,"2,266,157",01/25/2018,20180220104605591000_NYISO_NYSEG_N01000003058880,20180220104605591000_NYISO_NYSEG_N01000003058880.json,"601,720"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000060612082,05/01/2018,02/21/2018,"2,266,158",01/25/2018,20180220104804871000_NYISO_NYSEG_N01000060612082,20180220104804871000_NYISO_NYSEG_N01000060612082.json,0
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000003842010,05/01/2018,02/21/2018,"2,266,160",01/25/2018,20180220104903637000_NYISO_NYSEG_N01000003842010,20180220104903637000_NYISO_NYSEG_N01000003842010.json,"868,390"
1-GSXIOV,1-GRQ8M6,1,NYISO_NYSEG_N01000004055620,05/01/2018,02/21/2018,"2,266,161",01/25/2018,20180220104601628000_NYISO_NYSEG_N01000004055620,20180220104601628000_NYISO_NYSEG_N01000004055620.json,"184,340"
